,date,time_interval,open,high,low,close,volume
1,2023-01-06,20:00:00,129.94,130.0,129.81,130.0,9790
2,2023-01-06,19:00:00,129.95,129.99,129.9199,129.99,5027
3,2023-01-06,18:00:00,130.0,130.0,129.9001,129.9001,6825
4,2023-01-06,17:00:00,130.02,130.11,129.79,129.99,368599
5,2023-01-06,16:00:00,129.745,130.33,129.65,130.04,5195722
6,2023-01-06,15:00:00,129.165,129.88,129.09,129.74,2772313
7,2023-01-06,14:00:00,128.71,129.465,128.71,129.17,2031791
8,2023-01-06,13:00:00,129.02,129.19,128.6,128.695,2015068
9,2023-01-06,12:00:00,128.46,129.29,128.24,129.02,2872765
10,2023-01-06,11:00:00,126.85,128.71,126.83,128.4519,5083249
11,2023-01-06,10:00:00,128.96,129.35,126.04,126.84,4578265
12,2023-01-06,09:00:00,126.42,129.88,126.04,128.96,371237
13,2023-01-06,08:00:00,126.34,126.44,126.15,126.44,12310
14,2023-01-06,07:00:00,126.41,126.73,126.23,126.43,12727
15,2023-01-06,06:00:00,126.37,127.19,126.37,126.67,9540
16,2023-01-06,05:00:00,126.65,126.8,125.9,125.9,7251
17,2023-01-05,20:00:00,126.96,127.2,126.91,127.2,10015
18,2023-01-05,19:00:00,126.98,127.15,126.77,127.0,10014
19,2023-01-05,18:00:00,126.9071,126.94,126.74,126.8,66990
20,2023-01-05,17:00:00,126.95,127.84,126.74,127.03,263618
21,2023-01-05,16:00:00,127.95,128.12,126.72,126.95,3996504
22,2023-01-05,15:00:00,127.73,128.52,127.09,127.94,3461120
23,2023-01-05,14:00:00,126.25,128.085,126.14,127.73,3913942
24,2023-01-05,13:00:00,126.33,126.6798,125.77,126.24,1960845
25,2023-01-05,12:00:00,125.15,127.16,125.04,126.35,3268412
26,2023-01-05,11:00:00,125.3,125.67,124.54,125.155,3337714
27,2023-01-05,10:00:00,126.08,126.46,124.67,125.32,3281091
28,2023-01-05,09:00:00,127.66,127.69,125.92,126.0999,133043
29,2023-01-05,08:00:00,127.52,127.69,126.93,127.02,44739
30,2023-01-05,07:00:00,127.28,127.58,127.28,127.47,2953
31,2023-01-05,06:00:00,126.99,127.16,126.98,127.02,4887
32,2023-01-05,05:00:00,126.47,126.67,126.4,126.64,2887
33,2023-01-04,20:00:00,127.1,127.15,127.02,127.02,14801
