,time,open,high,low,close,volume
1,2023-01-05 20:00:00,83.2000,83.2300,83.2000,83.2297,8034
2,2023-01-05 19:59:00,83.1900,83.2000,83.1900,83.2000,3049
3,2023-01-05 19:58:00,83.2000,83.2100,83.1800,83.1800,5204
4,2023-01-05 19:57:00,83.2000,83.2000,83.1900,83.2000,1523
5,2023-01-05 19:56:00,83.1800,83.1900,83.1800,83.1800,944
6,2023-01-05 19:55:00,83.1900,83.1999,83.1800,83.1900,2791
7,2023-01-05 19:54:00,83.1700,83.1700,83.1599,83.1700,1464
8,2023-01-05 19:53:00,83.1700,83.1700,83.1700,83.1700,909
9,2023-01-05 19:52:00,83.2000,83.2001,83.1700,83.1700,5287
10,2023-01-05 19:51:00,83.2000,83.2003,83.2000,83.2000,514
11,2023-01-05 19:50:00,83.2100,83.2100,83.2000,83.2000,2050
12,2023-01-05 19:49:00,83.2100,83.2100,83.2000,83.2000,845
13,2023-01-05 19:48:00,83.2200,83.2300,83.2200,83.2300,498
14,2023-01-05 19:47:00,83.2100,83.2192,83.2100,83.2192,476
15,2023-01-05 19:46:00,83.2000,83.2100,83.2000,83.2100,5205
16,2023-01-05 19:45:00,83.2100,83.2100,83.2000,83.2100,874
17,2023-01-05 19:44:00,83.2000,83.2001,83.2000,83.2000,1198
18,2023-01-05 19:43:00,83.2000,83.2001,83.2000,83.2000,1547
19,2023-01-05 19:42:00,83.2300,83.2400,83.2000,83.2000,1920
20,2023-01-05 19:41:00,83.2400,83.2400,83.2300,83.2400,1791
21,2023-01-05 19:40:00,83.2300,83.2400,83.2300,83.2400,1454
22,2023-01-05 19:39:00,83.2100,83.2300,83.2100,83.2300,708
23,2023-01-05 19:37:00,83.2300,83.2500,83.2300,83.2400,2559
24,2023-01-05 19:34:00,83.2100,83.2400,83.2000,83.2100,3619
25,2023-01-05 19:33:00,83.2000,83.2200,83.2000,83.2000,1448
26,2023-01-05 19:32:00,83.2200,83.2200,83.2200,83.2200,379
27,2023-01-05 19:31:00,83.1999,83.2500,83.1600,83.2200,5086
28,2023-01-05 19:30:00,83.2000,83.2000,83.2000,83.2000,196
29,2023-01-05 19:29:00,83.2000,83.2000,83.2000,83.2000,424
30,2023-01-05 19:28:00,83.1900,83.1900,83.1900,83.1900,547
31,2023-01-05 19:27:00,83.1700,83.1700,83.1700,83.1700,194
32,2023-01-05 19:26:00,83.1700,83.1700,83.1700,83.1700,402
33,2023-01-05 19:25:00,83.1900,83.2000,83.1400,83.1400,935
34,2023-01-05 19:24:00,83.1500,83.2000,83.1500,83.2000,5814
35,2023-01-05 19:22:00,83.1600,83.1600,83.1600,83.1600,135
36,2023-01-05 19:21:00,83.1400,83.1600,83.1400,83.1600,2064
37,2023-01-05 19:20:00,83.1600,83.1600,83.1400,83.1400,3317
38,2023-01-05 19:19:00,83.1600,83.1600,83.1600,83.1600,530
39,2023-01-05 19:17:00,83.1698,83.1698,83.1600,83.1600,409
40,2023-01-05 19:16:00,83.1700,83.1700,83.1700,83.1700,760
41,2023-01-05 19:15:00,83.1800,83.1800,83.1800,83.1800,1338
42,2023-01-05 19:14:00,83.1700,83.1700,83.1700,83.1700,252
43,2023-01-05 19:13:00,83.1800,83.1800,83.1800,83.1800,249
44,2023-01-05 19:10:00,83.1800,83.1800,83.1700,83.1700,412
45,2023-01-05 19:08:00,83.1800,83.1900,83.1700,83.1700,1075
46,2023-01-05 19:07:00,83.1700,83.1700,83.1700,83.1700,1059
47,2023-01-05 19:06:00,83.1500,83.1600,83.1500,83.1600,1479
48,2023-01-05 19:05:00,83.1700,83.1700,83.1699,83.1699,739
49,2023-01-05 19:04:00,83.1700,83.1700,83.1700,83.1700,140
50,2023-01-05 19:03:00,83.1700,83.1700,83.1700,83.1700,345
51,2023-01-05 19:02:00,83.1800,83.1800,83.1500,83.1500,2323
52,2023-01-05 19:01:00,83.1500,83.1800,83.1400,83.1800,1060
53,2023-01-05 19:00:00,83.1600,83.1600,83.1600,83.1600,319
54,2023-01-05 18:59:00,83.1700,83.1899,83.1700,83.1800,898
55,2023-01-05 18:58:00,83.1700,83.1700,83.1700,83.1700,351
56,2023-01-05 18:55:00,83.1800,83.2100,83.1800,83.2100,1770
57,2023-01-05 18:53:00,83.1800,83.1900,83.1800,83.1900,334
58,2023-01-05 18:50:00,83.2000,83.2000,83.2000,83.2000,842
59,2023-01-05 18:49:00,83.2100,83.2200,83.2100,83.2100,2470
60,2023-01-05 18:48:00,83.1900,83.2200,83.1800,83.1800,5074
61,2023-01-05 18:46:00,83.1500,83.1800,83.1500,83.1800,3139
62,2023-01-05 18:45:00,83.1500,83.1500,83.1400,83.1400,297
63,2023-01-05 18:44:00,83.1400,83.1400,83.1300,83.1300,865
64,2023-01-05 18:43:00,83.1300,83.1300,83.1300,83.1300,264
65,2023-01-05 18:42:00,83.1400,83.1400,83.1400,83.1400,481
66,2023-01-05 18:41:00,83.1500,83.1500,83.1500,83.1500,305
67,2023-01-05 18:40:00,83.1500,83.1500,83.1200,83.1200,11111
68,2023-01-05 18:39:00,83.1500,83.1500,83.1300,83.1300,864
69,2023-01-05 18:37:00,83.1700,83.1700,83.1500,83.1500,498
70,2023-01-05 18:34:00,83.1500,83.1500,83.1500,83.1500,514
71,2023-01-05 18:33:00,83.1700,83.1700,83.1700,83.1700,1067
72,2023-01-05 18:32:00,83.1600,83.1600,83.1600,83.1600,2457
73,2023-01-05 18:31:00,83.1600,83.1600,83.1600,83.1600,1430
74,2023-01-05 18:30:00,83.1600,83.1600,83.1600,83.1600,250
75,2023-01-05 18:29:00,83.1500,83.1500,83.1500,83.1500,1366
76,2023-01-05 18:28:00,83.1500,83.1500,83.1500,83.1500,661
77,2023-01-05 18:26:00,83.1300,83.1400,83.1300,83.1300,1372
78,2023-01-05 18:25:00,83.1400,83.1600,83.1400,83.1600,1382
79,2023-01-05 18:24:00,83.1600,83.1600,83.1600,83.1600,1765
80,2023-01-05 18:23:00,83.1700,83.1700,83.1700,83.1700,281
81,2023-01-05 18:22:00,83.1800,83.1900,83.1700,83.1900,2024
82,2023-01-05 18:21:00,83.1500,83.1500,83.1500,83.1500,2912
83,2023-01-05 18:19:00,83.1300,83.1500,83.1300,83.1500,1293
84,2023-01-05 18:18:00,83.1400,83.1400,83.1400,83.1400,336
85,2023-01-05 18:17:00,83.1500,83.1500,83.1500,83.1500,556
86,2023-01-05 18:16:00,83.1200,83.1200,83.1200,83.1200,187
87,2023-01-05 18:15:00,83.1300,83.1300,83.1200,83.1200,857
88,2023-01-05 18:14:00,83.1100,83.1200,83.1100,83.1200,1210
89,2023-01-05 18:13:00,83.1200,83.1200,83.1200,83.1200,364
90,2023-01-05 18:12:00,83.1000,83.1000,83.1000,83.1000,602
91,2023-01-05 18:11:00,83.1100,83.1100,83.1100,83.1100,335
92,2023-01-05 18:10:00,83.1100,83.1100,83.1100,83.1100,514
93,2023-01-05 18:09:00,83.1200,83.1200,83.1200,83.1200,1122
94,2023-01-05 18:08:00,83.1700,83.1700,83.1300,83.1300,1135
95,2023-01-05 18:07:00,83.1400,83.1700,83.1400,83.1700,1600
96,2023-01-05 18:06:00,83.1700,83.1700,83.1500,83.1500,2215
97,2023-01-05 18:05:00,83.1800,83.1800,83.1500,83.1500,1315
98,2023-01-05 18:04:00,83.1600,83.1700,83.1600,83.1700,4631
99,2023-01-05 18:03:00,83.1800,83.1800,83.1400,83.1800,1777
100,2023-01-05 18:02:00,83.1800,83.1800,83.1500,83.1500,769
