,time,open,high,low,close,volume
1,2023-01-06 20:00:00,315.2000,315.2000,315.2000,315.2000,208
2,2023-01-06 19:56:00,315.2000,315.2000,315.2000,315.2000,344
3,2023-01-06 19:43:00,315.4800,315.4800,315.4800,315.4800,210
4,2023-01-06 19:39:00,315.3999,315.4000,315.1500,315.4000,1900
5,2023-01-06 19:38:00,315.1501,315.1501,315.1501,315.1501,101
6,2023-01-06 19:37:00,315.1500,315.1500,315.1500,315.1500,254
7,2023-01-06 19:27:00,315.2500,315.2500,315.2500,315.2500,503
8,2023-01-06 19:26:00,315.2500,315.2500,315.2500,315.2500,901
9,2023-01-06 19:25:00,315.2500,315.2500,315.2500,315.2500,477
10,2023-01-06 19:15:00,315.3400,315.3400,315.3400,315.3400,201
11,2023-01-06 19:08:00,315.4200,315.4200,315.4200,315.4200,632
12,2023-01-06 19:05:00,315.3000,315.3000,315.3000,315.3000,1502
13,2023-01-06 19:02:00,315.2999,315.2999,315.2999,315.2999,202
14,2023-01-06 19:01:00,315.3000,315.3000,315.3000,315.3000,1199
15,2023-01-06 17:52:00,315.2000,315.2000,315.2000,315.2000,759
16,2023-01-06 17:50:00,315.2130,315.2130,315.2130,315.2130,274
17,2023-01-06 17:47:00,315.4500,315.4500,315.4500,315.4500,401
18,2023-01-06 17:43:00,315.2218,315.2218,315.2218,315.2218,108
19,2023-01-06 17:41:00,315.4000,315.4000,315.4000,315.4000,101
20,2023-01-06 17:35:00,315.4900,315.4900,315.4900,315.4900,174
21,2023-01-06 17:28:00,315.3500,315.6500,315.3500,315.6411,1087
22,2023-01-06 17:27:00,315.3500,315.3500,315.3500,315.3500,232
23,2023-01-06 17:25:00,315.3600,315.3600,315.3500,315.3500,526
24,2023-01-06 17:23:00,315.4000,315.4000,315.3900,315.4000,553
25,2023-01-06 17:13:00,315.4000,315.4000,315.4000,315.4000,153
26,2023-01-06 17:06:00,315.4000,315.4000,315.4000,315.4000,60678
27,2023-01-06 17:03:00,315.4000,315.4000,315.4000,315.4000,287
28,2023-01-06 17:00:00,315.4700,315.4700,315.4700,315.4700,404
29,2023-01-06 16:57:00,315.4500,315.4500,315.4500,315.4500,209
30,2023-01-06 16:55:00,315.4000,315.4000,315.4000,315.4000,203
31,2023-01-06 16:52:00,315.2001,315.2001,315.2001,315.2001,103
32,2023-01-06 16:48:00,315.5196,315.5196,315.5196,315.5196,109
33,2023-01-06 16:47:00,315.5194,315.5194,315.5194,315.5194,279
34,2023-01-06 16:45:00,315.2300,315.2300,315.1600,315.1600,706
35,2023-01-06 16:43:00,315.5200,315.5200,315.2500,315.2500,1658
36,2023-01-06 16:34:00,315.5200,315.5200,315.5200,315.5200,1132
37,2023-01-06 16:33:00,315.5200,315.5200,315.5200,315.5200,1309
38,2023-01-06 16:32:00,315.6989,315.6989,315.5400,315.6000,942
39,2023-01-06 16:30:00,315.5400,315.5400,315.5400,315.5400,995
40,2023-01-06 16:29:00,315.5200,315.5200,315.5200,315.5200,602
41,2023-01-06 16:24:00,315.5400,315.5400,315.5400,315.5400,4204
42,2023-01-06 16:21:00,315.2500,315.2500,315.2500,315.2500,157
43,2023-01-06 16:13:00,315.3100,315.3100,315.3100,315.3100,423
44,2023-01-06 16:12:00,315.5500,315.5500,315.5500,315.5500,2241
45,2023-01-06 16:11:00,315.3000,315.5500,315.3000,315.3000,1337
46,2023-01-06 16:10:00,315.3000,315.5500,315.3000,315.5500,3213
47,2023-01-06 16:09:00,315.4200,315.4200,315.4200,315.4200,259
48,2023-01-06 16:03:00,315.4400,315.5200,315.4400,315.5200,4166
49,2023-01-06 16:02:00,315.5500,315.5500,315.5200,315.5200,526
50,2023-01-06 16:01:00,315.5500,315.5500,315.3800,315.5200,54603
51,2023-01-06 16:00:00,315.9300,316.0200,315.5100,315.5100,122406
52,2023-01-06 15:59:00,315.6800,315.9600,315.5100,315.9125,130557
53,2023-01-06 15:58:00,315.3400,315.7300,315.1800,315.6400,101732
54,2023-01-06 15:57:00,315.2700,315.4800,315.0700,315.3575,42357
55,2023-01-06 15:56:00,315.3600,316.0000,315.0211,315.2400,57371
56,2023-01-06 15:55:00,315.1250,315.8700,314.8600,315.3600,77711
57,2023-01-06 15:54:00,315.0200,315.3400,315.0000,315.0855,37071
58,2023-01-06 15:53:00,314.2500,315.0000,314.2200,314.9800,40020
59,2023-01-06 15:52:00,313.8600,314.2900,313.7400,314.2900,38811
60,2023-01-06 15:51:00,315.3600,315.3600,313.8500,313.8600,101229
61,2023-01-06 15:50:00,315.3741,315.6800,315.3300,315.3500,29938
62,2023-01-06 15:49:00,315.2900,315.4200,315.0700,315.4000,14752
63,2023-01-06 15:48:00,315.4600,315.4600,315.0312,315.2932,28612
64,2023-01-06 15:47:00,315.3900,315.5800,315.3513,315.5100,19185
65,2023-01-06 15:46:00,315.3100,315.4000,315.1300,315.3556,34851
66,2023-01-06 15:45:00,315.3900,315.4600,315.2800,315.3300,17298
67,2023-01-06 15:44:00,315.3150,315.4100,315.2800,315.3700,16504
68,2023-01-06 15:43:00,315.3965,315.4200,315.2300,315.3050,17980
69,2023-01-06 15:42:00,315.2000,315.4000,315.1600,315.3900,13323
70,2023-01-06 15:41:00,315.3600,315.3600,315.1200,315.2100,20290
71,2023-01-06 15:40:00,315.1950,315.3900,315.1100,315.3900,17081
72,2023-01-06 15:39:00,315.4973,315.5100,315.2000,315.2199,30888
73,2023-01-06 15:38:00,315.4300,315.4800,315.2500,315.4500,20818
74,2023-01-06 15:37:00,315.5600,315.6300,315.3700,315.4200,16079
75,2023-01-06 15:36:00,315.5000,315.6200,315.4500,315.6000,17389
76,2023-01-06 15:35:00,315.5950,315.7900,315.4500,315.4787,20331
77,2023-01-06 15:34:00,315.7200,315.7500,315.5200,315.5700,16665
78,2023-01-06 15:33:00,315.9000,315.9800,315.7100,315.7400,20926
